,player_name,FG_pct,FG_pct_1_make,FG_pct_1_miss,FG_pct_2_make,FG_pct_2_miss,FG_pct_3_make,FG_pct_3_miss,FG_pct_4_make,FG_pct_4_miss,FG_pct_5_make,FG_pct_5_miss,FG_pct_80_pct,FG_pct_20_pct
122,joe johnson,0.4423631123919308,0.44970414201183434,0.4507042253521127,0.4246575342465753,0.430939226519337,0.4,0.42857142857142855,0.15789473684210525,0.4339622641509434,0.6666666666666666,0.42857142857142855,0.32142857142857145,0.4550898203592814
124,john wall,0.4473684210526316,0.47804878048780486,0.46226415094339623,0.4421052631578947,0.4975609756097561,0.32142857142857145,0.4835164835164835,0.4117647058823529,0.4883720930232558,0.14285714285714285,0.5714285714285714,0.36065573770491804,0.4887640449438202
128,jonas valanciunas,0.5782608695652174,0.5714285714285714,0.5714285714285714,0.5666666666666667,0.5,0.6571428571428571,0.47058823529411764,0.6666666666666666,0.3333333333333333,0.7692307692307693,0.5,0.6,0.625
129,jordan farmar,0.5,1.0,0.16666666666666666,1.0,0.2,0.6666666666666666,0.25,0.5,0.3333333333333333,0.0,0.5,0.5,0.5
130,jordan hill,0.46595744680851064,0.48672566371681414,0.4978723404255319,0.42857142857142855,0.5309734513274337,0.5263157894736842,0.5,0.5,0.5769230769230769,0.2,0.7272727272727273,0.6410256410256411,0.47474747474747475
132,jose juan barea,0.4180327868852459,0.3870967741935484,0.421875,0.2,0.3333333333333333,0.7142857142857143,0.3684210526315789,0.8,0.45454545454545453,0.75,0.8,0.3333333333333333,0.3793103448275862
133,jrue holiday,0.4472573839662447,0.4690265486725664,0.4279835390946502,0.5208333333333334,0.42857142857142855,0.4473684210526316,0.3709677419354839,0.3125,0.375,0.2,0.26666666666666666,0.5454545454545454,0.4262295081967213
134,jusuf nurkic,0.49333333333333335,0.5882352941176471,0.3939393939393939,0.625,0.2222222222222222,0.5,0.23076923076923078,0.4,0.2222222222222222,0.5,0.16666666666666666,0.5833333333333334,0.30434782608695654
135,kawhi leonard,0.43817787418655096,0.42727272727272725,0.4609053497942387,0.5454545454545454,0.4915254237288136,0.26666666666666666,0.46296296296296297,0.375,0.4583333333333333,0.0,0.3333333333333333,0.4838709677419355,0.49107142857142855
136,kelly olynyk,0.5488372093023256,0.5344827586206896,0.6022727272727273,0.6071428571428571,0.5666666666666667,0.34782608695652173,0.4,0.3333333333333333,0.4,0.0,1.0,0.6538461538461539,0.5263157894736842
137,kemba walker,0.39668174962292607,0.39622641509433965,0.4005305039787798,0.26666666666666666,0.3584905660377358,0.4827586206896552,0.3770491803278688,0.5714285714285714,0.3582089552238806,0.5,0.3888888888888889,0.41379310344827586,0.4114285714285714
138,kenneth faried,0.5017421602787456,0.5492957746478874,0.5,0.4857142857142857,0.5538461538461539,0.4090909090909091,0.5555555555555556,0.25,0.75,0.5,0.6666666666666666,0.4074074074074074,0.5714285714285714
140,kentavious caldwell-pope,0.39879759519038077,0.35,0.40942028985507245,0.35714285714285715,0.40816326530612246,0.46153846153846156,0.4473684210526316,0.4166666666666667,0.4594594594594595,0.2,0.4117647058823529,0.2916666666666667,0.391025641025641
142,kevin love,0.43847241867043846,0.358695652173913,0.4767123287671233,0.4838709677419355,0.45614035087719296,0.37777777777777777,0.4444444444444444,0.4375,0.2631578947368421,0.42857142857142855,0.21739130434782608,0.46153846153846156,0.5149700598802395
144,khris middleton,0.47262247838616717,0.5180722891566265,0.4573170731707317,0.5,0.5066666666666667,0.45161290322580644,0.42857142857142855,0.5384615384615384,0.6666666666666666,0.3333333333333333,1.0,0.5833333333333334,0.4823529411764706
147,klay thompson,0.4620187304890739,0.4851063829787234,0.46265560165975106,0.45454545454545453,0.4661016949152542,0.4230769230769231,0.4774774774774775,0.5483870967741935,0.4583333333333333,0.6470588235294118,0.4,0.4305555555555556,0.53125
148,kobe bryant,0.37307152875175315,0.32947976878612717,0.39036144578313253,0.39285714285714285,0.38396624472573837,0.35294117647058826,0.3897058823529412,0.25,0.3246753246753247,0.3333333333333333,0.3333333333333333,0.2972972972972973,0.38190954773869346
153,kyle lowry,0.4161712247324614,0.3953488372093023,0.4288888888888889,0.36585365853658536,0.4194915254237288,0.36585365853658536,0.4672131147540984,0.3333333333333333,0.5,0.0,0.43478260869565216,0.47058823529411764,0.4472573839662447
156,kyrie irving,0.4672586015538291,0.4206008583690987,0.49777777777777776,0.4631578947368421,0.5095238095238095,0.4507042253521127,0.3978494623655914,0.4,0.3673469387755102,0.25,0.41379310344827586,0.43373493975903615,0.46511627906976744
157,lamarcus aldridge,0.44966442953020136,0.45348837209302323,0.466789667896679,0.40869565217391307,0.4925925925925926,0.42857142857142855,0.46825396825396826,0.48484848484848486,0.5483870967741935,0.5,0.48148148148148145,0.43902439024390244,0.4751131221719457
161,lebron james,0.4887525562372188,0.49411764705882355,0.5211864406779662,0.4132231404958678,0.5377358490566038,0.4050632911392405,0.5053763440860215,0.4,0.4883720930232558,0.3333333333333333,0.5238095238095238,0.38317757009345793,0.47619047619047616
162,lou williams,0.4099616858237548,0.42276422764227645,0.4204946996466431,0.38,0.4041095890410959,0.2962962962962963,0.3835616438356164,0.375,0.3888888888888889,0.3333333333333333,0.4375,0.36,0.4444444444444444
166,luol deng,0.5046296296296297,0.4434782608695652,0.5502645502645502,0.5,0.5147058823529411,0.5116279069767442,0.4166666666666667,0.5238095238095238,0.16666666666666666,0.5454545454545454,0.0,0.5740740740740741,0.4606741573033708
167,manu ginobili,0.4311594202898551,0.47058823529411764,0.4084507042253521,0.41379310344827586,0.3815789473684211,0.35294117647058826,0.42857142857142855,0.3333333333333333,0.36363636363636365,0.5,0.35714285714285715,0.4117647058823529,0.45714285714285713
168,marc gasol,0.4980494148244473,0.45410628019323673,0.5658263305322129,0.4444444444444444,0.5539568345323741,0.4262295081967213,0.5636363636363636,0.44,0.6190476190476191,0.4,0.5714285714285714,0.5189873417721519,0.5345911949685535
169,marcin gortat,0.546583850931677,0.4634146341463415,0.5789473684210527,0.6216216216216216,0.58,0.5681818181818182,0.7222222222222222,0.6956521739130435,0.5,0.5714285714285714,0.5,0.6486486486486487,0.5645161290322581
171,marcus morris,0.46445497630331756,0.44680851063829785,0.43,0.6190476190476191,0.375,0.5,0.2916666666666667,0.46153846153846156,0.23076923076923078,0.3333333333333333,0.25,0.47619047619047616,0.4418604651162791
174,mario chalmers,0.39932885906040266,0.39436619718309857,0.4024390243902439,0.32,0.38823529411764707,0.42857142857142855,0.2619047619047619,0.5,0.20833333333333334,0.6666666666666666,0.21428571428571427,0.3125,0.4594594594594595
175,markieff morris,0.4718498659517426,0.47752808988764045,0.46195652173913043,0.5375,0.4777777777777778,0.463768115942029,0.36904761904761907,0.4,0.2708333333333333,0.5833333333333334,0.20588235294117646,0.43661971830985913,0.4484848484848485
176,marreese speights,0.5169230769230769,0.524390243902439,0.5289855072463768,0.5365853658536586,0.6111111111111112,0.48717948717948717,0.5294117647058824,0.47058823529411764,0.6666666666666666,0.42857142857142855,1.0,0.5434782608695652,0.5294117647058824
179,matt barnes,0.49171270718232046,0.3673469387755102,0.5238095238095238,0.5,0.6111111111111112,0.6,0.6428571428571429,0.6666666666666666,0.8,0.5,1.0,0.6470588235294118,0.42592592592592593
182,michael carter-williams,0.39195979899497485,0.3986013986013986,0.40588235294117647,0.39622641509433965,0.43386243386243384,0.21739130434782608,0.41414141414141414,0.4,0.4528301886792453,0.0,0.48,0.4166666666666667,0.35978835978835977
183,michael kidd-gilchrist,0.4622222222222222,0.3898305084745763,0.5575221238938053,0.4090909090909091,0.5531914893617021,0.3333333333333333,0.631578947368421,0.25,0.5714285714285714,0.0,0.6666666666666666,0.2222222222222222,0.5686274509803921
184,mike conley,0.44513137557959814,0.4152046783625731,0.4909090909090909,0.36923076923076925,0.475,0.34285714285714286,0.5061728395061729,0.4166666666666667,0.5526315789473685,0.6,0.375,0.48717948717948717,0.47368421052631576
186,mirza teletovic,0.48,0.4358974358974359,0.5142857142857142,0.375,0.5666666666666667,0.5833333333333334,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5384615384615384
187,mnta ellis,0.4513018322082932,0.4087301587301587,0.4605263157894737,0.48484848484848486,0.5,0.5263157894736842,0.4444444444444444,0.5416666666666666,0.4461538461538462,0.48,0.4375,0.4318181818181818,0.4675324675324675
189,nate robinson,0.4,0.3076923076923077,0.36363636363636365,0.5,0.42105263157894735,0.6,0.4,0.3333333333333333,0.2,0.0,0.25,0.4,0.42857142857142855
190,nene hilario,0.5379061371841155,0.5217391304347826,0.5714285714285714,0.5428571428571428,0.5106382978723404,0.5,0.5909090909090909,0.6666666666666666,0.5,0.7142857142857143,0.25,0.48,0.6122448979591837
191,nerles noel,0.4666666666666667,0.5641025641025641,0.46835443037974683,0.4,0.40540540540540543,0.3333333333333333,0.3333333333333333,0.25,0.3,0.0,0.0,0.42857142857142855,0.5
197,nikola vucevic,0.5319148936170213,0.5414847161572053,0.5408163265306123,0.5344827586206896,0.5454545454545454,0.46534653465346537,0.582089552238806,0.3181818181818182,0.45454545454545453,0.23076923076923078,0.5,0.46511627906976744,0.6115107913669064
199,oj mayo,0.4095238095238095,0.44,0.4336283185840708,0.30952380952380953,0.43859649122807015,0.3333333333333333,0.4642857142857143,0.16666666666666666,0.5357142857142857,0.0,0.5,0.18181818181818182,0.5086206896551724
203,patrick beverley,0.379182156133829,0.2676056338028169,0.4066666666666667,0.23529411764705882,0.4473684210526316,0.5555555555555556,0.5263157894736842,0.4,0.5625,0.5,0.5,0.14285714285714285,0.4157303370786517
204,patrick patterson,0.5042735042735043,0.5517241379310345,0.5490196078431373,0.4375,0.6,0.5,0.625,0.5,0.3333333333333333,0.5,0.5,0.6666666666666666,0.3793103448275862
205,pau gasol,0.4961139896373057,0.46153846153846156,0.5202156334231806,0.5301204819277109,0.5497076023391813,0.5,0.547945205479452,0.5,0.4482758620689655,0.4,0.35714285714285715,0.5875,0.5153374233128835
206,paul millsap,0.4732142857142857,0.36666666666666664,0.5108359133126935,0.5901639344262295,0.5390070921985816,0.4406779661016949,0.5344827586206896,0.3333333333333333,0.45454545454545453,0.375,0.375,0.36923076923076925,0.49411764705882355
208,pj tucker,0.5431034482758621,0.5,0.6326530612244898,0.5714285714285714,0.5882352941176471,0.38461538461538464,0.6666666666666666,0.6,0.5,0.3333333333333333,1.0,0.6923076923076923,0.52
211,rasual butler,0.4645161290322581,0.375,0.4666666666666667,0.5333333333333333,0.45714285714285713,0.5384615384615384,0.5,0.5714285714285714,0.6666666666666666,0.5,1.0,0.45454545454545453,0.4878048780487805
213,reggie jackson,0.4251497005988024,0.5405405405405406,0.40671641791044777,0.3898305084745763,0.40816326530612246,0.3225806451612903,0.4074074074074074,0.1,0.4318181818181818,0.0,0.5454545454545454,0.32432432432432434,0.4956521739130435
216,robert covington,0.3976470588235294,0.40625,0.3855932203389831,0.40540540540540543,0.3712121212121212,0.5909090909090909,0.375,0.4,0.3333333333333333,0.0,0.2222222222222222,0.3333333333333333,0.44537815126050423
218,rodney stuckey,0.467005076142132,0.51,0.4574468085106383,0.40816326530612246,0.46511627906976744,0.2692307692307692,0.4358974358974359,0.14285714285714285,0.4444444444444444,0.0,0.375,0.35714285714285715,0.4666666666666667
220,roy hibbert,0.4807692307692308,0.4105263157894737,0.5352941176470588,0.5128205128205128,0.5588235294117647,0.36666666666666664,0.4782608695652174,0.45454545454545453,0.4,0.4,0.5,0.46875,0.5063291139240507
221,rudy gay,0.4508670520231214,0.43601895734597157,0.4439359267734554,0.4659090909090909,0.4594594594594595,0.4935064935064935,0.40186915887850466,0.40540540540540543,0.35714285714285715,0.2,0.43333333333333335,0.4659090909090909,0.40096618357487923
223,russell westbrook,0.4358178053830228,0.45121951219512196,0.4508670520231214,0.3644859813084112,0.43656716417910446,0.32653061224489793,0.42857142857142855,0.21428571428571427,0.40540540540540543,0.0,0.41025641025641024,0.38095238095238093,0.49019607843137253
224,ryan anderson,0.42408376963350786,0.42748091603053434,0.412751677852349,0.44642857142857145,0.42207792207792205,0.4782608695652174,0.4084507042253521,0.4090909090909091,0.34285714285714286,0.4444444444444444,0.35,0.4423076923076923,0.4573643410852713
225,serge ibaka,0.4664586583463339,0.4968553459119497,0.4668769716088328,0.40540540540540543,0.46794871794871795,0.4186046511627907,0.5189873417721519,0.21428571428571427,0.4722222222222222,0.0,0.5,0.4666666666666667,0.4906832298136646
226,shabazz muhammad,0.4983388704318937,0.4375,0.5474452554744526,0.42857142857142855,0.5192307692307693,0.5,0.6363636363636364,0.46153846153846156,0.5714285714285714,0.3333333333333333,0.0,0.5625,0.5409836065573771
232,solomon hill,0.39461883408071746,0.32075471698113206,0.4098360655737705,0.4375,0.43548387096774194,0.5714285714285714,0.39285714285714285,0.5714285714285714,0.25,0.25,0.16666666666666666,0.6363636363636364,0.47368421052631576
234,stephen curry,0.48617021276595745,0.4777327935222672,0.5186813186813187,0.4424778761061947,0.5396039603960396,0.352112676056338,0.5,0.36363636363636365,0.5294117647058824,0.2857142857142857,0.5454545454545454,0.47058823529411764,0.4801980198019802
236,taj gibson,0.4948453608247423,0.5,0.5,0.5652173913043478,0.55,0.3125,0.6470588235294118,0.25,0.6666666666666666,0.0,1.0,0.6190476190476191,0.44680851063829785
239,thaddeus young,0.4594594594594595,0.4217687074829932,0.4610169491525424,0.5172413793103449,0.4863013698630137,0.47058823529411764,0.47692307692307695,0.4782608695652174,0.5172413793103449,0.6,0.6666666666666666,0.4528301886792453,0.4645161290322581
240,tim duncan,0.4883268482490272,0.53125,0.4898785425101215,0.4262295081967213,0.5210084033613446,0.425,0.5555555555555556,0.4375,0.5833333333333334,0.6666666666666666,0.6,0.45098039215686275,0.5217391304347826
241,time hardaway jr,0.4037122969837587,0.4095238095238095,0.4194915254237288,0.3902439024390244,0.432,0.23529411764705882,0.46153846153846156,0.25,0.53125,0.0,0.5,0.391304347826087,0.4297520661157025
242,timofey mozgov,0.5254237288135594,0.6071428571428571,0.5094339622641509,0.3333333333333333,0.4583333333333333,0.5833333333333334,0.5384615384615384,0.5714285714285714,0.5,0.5,0.3333333333333333,0.6,0.7
243,tobias harris,0.4626865671641791,0.47904191616766467,0.4808259587020649,0.37333333333333335,0.463855421686747,0.3953488372093023,0.4578313253012048,0.4117647058823529,0.4878048780487805,0.42857142857142855,0.5263157894736842,0.4222222222222222,0.46258503401360546
245,tony parker,0.4830508474576271,0.48739495798319327,0.4751131221719457,0.43636363636363634,0.5,0.4772727272727273,0.4772727272727273,0.5,0.47619047619047616,0.6,0.4,0.48214285714285715,0.5
248,trevor ariza,0.3747747747747748,0.34375,0.3865814696485623,0.38636363636363635,0.3567251461988304,0.4074074074074074,0.3877551020408163,0.3,0.41509433962264153,0.3333333333333333,0.37037037037037035,0.4642857142857143,0.41875
250,trey burke,0.38048090523338046,0.4177215189873418,0.36724565756823824,0.3333333333333333,0.3593073593073593,0.38235294117647056,0.3893129770992366,0.38461538461538464,0.32857142857142857,0.2,0.34146341463414637,0.3939393939393939,0.3865979381443299
252,ty lawson,0.46,0.4457831325301205,0.503125,0.4383561643835616,0.5208333333333334,0.3333333333333333,0.4838709677419355,0.14285714285714285,0.4444444444444444,0.0,0.38461538461538464,0.4098360655737705,0.47058823529411764
254,tyreke evans,0.4360135900339751,0.4372093023255814,0.44565217391304346,0.4318181818181818,0.4188034188034188,0.46875,0.4180327868852459,0.4444444444444444,0.3770491803278688,0.5,0.4,0.410958904109589,0.4470046082949309
255,tyson chandler,0.6153846153846154,0.6428571428571429,0.5416666666666666,0.875,0.5454545454545454,0.6153846153846154,0.6,0.42857142857142855,0.5,0.5,1.0,0.36363636363636365,0.6666666666666666
256,victor oladipo,0.4460856720827179,0.46987951807228917,0.43768115942028984,0.42105263157894735,0.45977011494252873,0.35555555555555557,0.47126436781609193,0.14285714285714285,0.5227272727272727,0.0,0.47368421052631576,0.4262295081967213,0.4723926380368098
258,wayne ellington,0.41762452107279696,0.3787878787878788,0.45714285714285713,0.38095238095238093,0.47058823529411764,0.5,0.45454545454545453,0.6666666666666666,0.4,0.3333333333333333,0.42857142857142855,0.4666666666666667,0.4375
259,wesley johnson,0.4155844155844156,0.43137254901960786,0.4032258064516129,0.6,0.4117647058823529,0.3125,0.4166666666666667,0.2,0.45,0.0,0.7,0.38095238095238093,0.4642857142857143
260,wesley matthews,0.4522691705790297,0.4269005847953216,0.5046439628482973,0.30434782608695654,0.5068493150684932,0.4838709677419355,0.46153846153846156,0.3333333333333333,0.40625,0.25,0.375,0.4166666666666667,0.5390625
261,wilson chandler,0.41679160419790107,0.37572254335260113,0.449438202247191,0.3793103448275862,0.4134078212290503,0.34375,0.35714285714285715,0.2727272727272727,0.3620689655172414,0.3333333333333333,0.4117647058823529,0.29545454545454547,0.4152046783625731
262,zach lavine,0.4236111111111111,0.5161290322580645,0.4,0.375,0.47368421052631576,0.5454545454545454,0.47058823529411764,0.6666666666666666,0.5,0.75,0.3333333333333333,0.4444444444444444,0.4857142857142857
263,zach randolph,0.4921135646687697,0.5,0.48322147651006714,0.5616438356164384,0.4316546762589928,0.5,0.42857142857142855,0.5517241379310345,0.5294117647058824,0.42857142857142855,0.5833333333333334,0.5394736842105263,0.48951048951048953
